City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
0,Bluff,NZ,-46.6,168.3333,47.8,88,100,10.71,2022-10-26 17:44:00
1,Tiksi,RU,71.6872,128.8694,0.63,99,68,6.4,2022-10-26 17:44:42
2,Bengkulu,ID,-3.8004,102.2655,74.41,91,100,4.41,2022-10-26 17:44:43
3,Atuona,PF,-9.8,-139.0333,77.13,72,15,18.68,2022-10-26 17:44:43
4,Taoudenni,ML,22.6783,-3.9836,88.9,10,57,9.22,2022-10-26 17:44:44
5,Jamestown,US,42.097,-79.2353,56.01,92,100,9.22,2022-10-26 17:41:28
6,Carnarvon,AU,-24.8667,113.6333,65.93,68,0,24.09,2022-10-26 17:44:49
7,Hirara,JP,24.8,125.2833,77.11,67,93,17.69,2022-10-26 17:44:50
8,Holsted,DK,55.5109,8.9187,57.31,89,99,11.18,2022-10-26 17:44:51
9,Provideniya,RU,64.3833,-173.3,18.12,88,12,7.47,2022-10-26 17:44:52
10,Ushuaia,AR,-54.8,-68.3,49.62,71,40,8.05,2022-10-26 17:45:07
11,Punta Arenas,CL,-53.15,-70.9167,51.91,54,40,35.68,2022-10-26 17:45:08
12,New Norfolk,AU,-42.7826,147.0587,54.91,87,100,3.2,2022-10-26 17:45:08
13,The Pas,CA,53.8251,-101.2541,30.22,74,0,13.8,2022-10-26 17:45:09
14,Pevek,RU,69.7008,170.3133,-5.96,98,31,5.46,2022-10-26 17:45:10
15,Upernavik,GL,72.7868,-56.1549,9.7,91,68,5.57,2022-10-26 17:45:10
16,Labuhan,ID,-6.8844,112.2051,76.6,88,100,12.68,2022-10-26 17:45:11
17,Bambous Virieux,MU,-20.3428,57.7575,73.65,78,75,11.5,2022-10-26 17:45:11
18,Narsaq,GL,60.9167,-46.05,30.42,94,100,5.86,2022-10-26 17:45:12
19,Tuktoyaktuk,CA,69.4541,-133.0374,14.0,85,20,20.71,2022-10-26 17:44:04
20,Arraial Do Cabo,BR,-22.9661,-42.0278,76.96,65,40,19.57,2022-10-26 17:45:13
21,Namwala,ZM,-15.7504,26.4384,84.45,27,36,4.72,2022-10-26 17:45:14
22,Dubna,RU,56.7333,37.1667,35.31,79,100,7.14,2022-10-26 17:43:39
23,Chuy,UY,-33.6971,-53.4616,70.21,84,100,13.4,2022-10-26 17:45:15
24,Adrar,MR,20.5022,-10.0711,88.21,9,95,9.91,2022-10-26 17:45:15
25,Goderich,CA,43.7501,-81.7165,53.91,93,100,16.11,2022-10-26 17:45:26
26,Rikitea,PF,-23.1203,-134.9692,73.22,84,90,15.37,2022-10-26 17:45:30
27,Panguna,PG,-6.3164,155.4848,68.85,95,84,1.03,2022-10-26 17:45:33
28,Cherskiy,RU,68.75,161.3,4.03,98,97,4.16,2022-10-26 17:45:33
29,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,88,40,19.39,2022-10-26 17:45:35
30,Pacific Grove,US,36.6177,-121.9166,59.65,74,0,8.01,2022-10-26 17:45:39
31,Aksu,CN,41.1231,80.2644,53.87,30,100,3.76,2022-10-26 17:45:41
32,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,77,70,22.1,2022-10-26 17:45:41
33,Beringovskiy,RU,63.05,179.3167,27.63,73,73,7.92,2022-10-26 17:41:33
34,Puerto Ayora,EC,-0.7393,-90.3518,73.36,91,93,8.99,2022-10-26 17:45:42
35,Bethel,US,41.3712,-73.414,73.49,71,100,3.44,2022-10-26 17:45:43
36,Mataura,NZ,-46.1927,168.8643,47.48,100,100,1.83,2022-10-26 17:45:44
37,Sur,OM,22.5667,59.5289,80.64,59,0,4.5,2022-10-26 17:45:45
38,Lata,PT,40.1629,-8.3327,68.81,73,96,4.32,2022-10-26 17:45:46
39,La Orilla,MX,17.9833,-102.2333,84.74,69,55,5.26,2022-10-26 17:45:46
40,Albany,US,42.6001,-73.9662,74.62,77,55,4.0,2022-10-26 17:45:47
41,Ancud,CL,-41.8697,-73.8203,53.78,73,37,10.54,2022-10-26 17:45:51
42,Ilulissat,GL,69.2167,-51.1,26.62,63,75,3.44,2022-10-26 17:45:56
43,Coromandel,BR,-18.4733,-47.2003,93.51,19,14,2.48,2022-10-26 17:45:57
44,Saint-Philippe,RE,-21.3585,55.7679,72.99,86,77,15.82,2022-10-26 17:45:58
45,Nabire,ID,-3.3667,135.4833,75.65,92,91,3.06,2022-10-26 17:46:59
46,Tuatapere,NZ,-46.1333,167.6833,47.68,98,100,4.34,2022-10-26 17:47:00
47,Bubaque,GW,11.2833,-15.8333,85.62,63,1,2.89,2022-10-26 17:47:02
48,Talnakh,RU,69.4865,88.3972,3.81,98,100,4.7,2022-10-26 17:47:02
49,Uray,RU,60.1247,64.7758,27.91,73,10,4.41,2022-10-26 17:47:03
50,Plettenberg Bay,ZA,-34.0527,23.3716,61.7,87,0,9.48,2022-10-26 17:47:05
51,Methoni,GR,36.8197,21.7049,70.21,63,0,3.15,2022-10-26 17:47:05
52,Dikson,RU,73.5069,80.5464,26.11,63,100,5.59,2022-10-26 17:47:07
53,Nanortalik,GL,60.1432,-45.2371,35.08,93,100,4.88,2022-10-26 17:47:08
54,Cabo San Lucas,MX,22.8909,-109.9124,84.61,59,7,3.0,2022-10-26 17:43:33
55,Vaini,TO,-21.2,-175.2,69.96,88,40,4.61,2022-10-26 17:45:49
56,Castro,BR,-24.7911,-50.0119,78.3,36,0,7.34,2022-10-26 17:47:11
57,Acarau,BR,-2.8856,-40.12,85.84,56,87,17.52,2022-10-26 17:47:11
58,Suphan Buri,TH,14.4742,100.1222,76.05,91,99,6.89,2022-10-26 17:47:13
59,Payo,ID,-3.7508,103.6372,72.66,94,98,1.72,2022-10-26 17:47:15
60,Kruisfontein,ZA,-34.0033,24.7314,64.89,80,49,13.4,2022-10-26 17:47:16
61,Prince Rupert,CA,54.3161,-130.3201,49.69,91,100,21.85,2022-10-26 17:47:17
62,Port Elizabeth,ZA,-33.918,25.5701,67.1,77,75,11.5,2022-10-26 17:47:19
63,Pisco,PE,-13.7,-76.2167,66.02,72,0,11.5,2022-10-26 17:47:19
64,Hofn,IS,64.2539,-15.2082,46.42,71,75,13.8,2022-10-26 17:47:20
65,East London,ZA,-33.0153,27.9116,65.34,94,75,5.75,2022-10-26 17:47:21
66,Clyde River,CA,70.4692,-68.5914,14.23,85,100,18.41,2022-10-26 17:47:26
67,Torbay,CA,47.6666,-52.7314,63.27,89,100,12.66,2022-10-26 17:45:21
68,Kodiak,US,57.79,-152.4072,42.31,52,20,19.57,2022-10-26 17:47:28
69,Sabang,ID,5.8933,95.3214,80.98,79,100,11.48,2022-10-26 17:47:30
70,Ribeira Grande,PT,38.5167,-28.7,58.77,88,75,13.8,2022-10-26 17:47:31
71,Yellowknife,CA,62.456,-114.3525,27.12,100,100,2.3,2022-10-26 17:47:33
72,Hermanus,ZA,-34.4187,19.2345,65.8,78,0,12.44,2022-10-26 17:47:34
73,Bilma,NE,18.6853,12.9164,78.22,17,0,4.43,2022-10-26 17:47:34
74,Bredasdorp,ZA,-34.5322,20.0403,60.44,86,0,14.12,2022-10-26 17:47:35
75,Whitehorse,CA,60.7161,-135.0538,29.17,86,100,13.8,2022-10-26 17:47:35
76,Baena,ES,37.6167,-4.3225,79.43,27,97,2.44,2022-10-26 17:47:36
77,Male,MV,4.1748,73.5089,82.35,83,40,6.91,2022-10-26 17:44:15
78,Cruzeiro Do Sul,BR,-29.5128,-51.9853,96.53,39,63,8.48,2022-10-26 17:47:38
79,Calella,ES,41.618,2.6678,74.21,87,90,0.54,2022-10-26 17:47:40
80,Busselton,AU,-33.65,115.3333,51.12,64,80,9.42,2022-10-26 17:45:32
81,Erdenet,MN,49.0333,104.0833,18.07,73,75,2.84,2022-10-26 17:47:43
82,Faanui,PF,-16.4833,-151.75,76.42,89,100,20.98,2022-10-26 17:47:45
83,Wewak,PG,-3.5534,143.6268,79.18,80,62,0.4,2022-10-26 17:47:45
84,Ahipara,NZ,-35.1667,173.1667,54.37,89,99,6.78,2022-10-26 17:47:47
85,Mweka,CD,-4.85,21.5667,68.83,90,100,0.76,2022-10-26 17:47:48
86,Toora-Khem,RU,52.4675,96.11,19.04,58,72,1.54,2022-10-26 17:47:49
87,Mackay,AU,-21.15,149.2,70.68,78,38,6.46,2022-10-26 17:47:50
88,Cape Town,ZA,-33.9258,18.4232,66.27,71,0,14.97,2022-10-26 17:47:50
89,Beidao,CN,34.5686,105.8933,53.47,89,98,3.8,2022-10-26 17:47:51
90,Port Alfred,ZA,-33.5906,26.891,65.17,90,99,3.0,2022-10-26 17:47:52
91,Qaanaaq,GL,77.484,-69.3632,6.91,93,100,7.23,2022-10-26 17:47:53
92,Hobart,AU,-42.8794,147.3294,55.26,98,100,9.22,2022-10-26 17:43:01
93,Chitungwiza,ZW,-18.0127,31.0756,71.35,42,53,6.08,2022-10-26 17:48:00
94,Gamboma,CG,-1.8764,15.8644,75.13,89,77,3.6,2022-10-26 17:49:00
95,Fria,GN,10.4167,-13.5833,83.21,72,2,1.74,2022-10-26 17:49:02
96,Barrow,US,71.2906,-156.7887,17.62,86,100,4.61,2022-10-26 17:49:03
97,Sindor,RU,62.8629,51.8905,31.24,72,100,8.25,2022-10-26 17:49:03
98,Khatanga,RU,71.9667,102.5,3.22,96,100,8.21,2022-10-26 17:49:05
99,Mayo,US,38.8876,-76.5119,64.96,90,75,5.75,2022-10-26 17:44:57
100,Missoula,US,47.0166,-113.8009,30.16,80,97,3.94,2022-10-26 17:49:06
101,Pontal Do Parana,BR,-25.6533,-48.5128,84.97,67,1,10.29,2022-10-26 17:49:07
102,Hualmay,PE,-11.0964,-77.6139,67.44,67,14,10.07,2022-10-26 17:49:08
103,Alanya,TR,36.5438,31.9998,66.33,42,0,4.59,2022-10-26 17:49:10
104,Katsuura,JP,35.1333,140.3,55.63,64,0,8.97,2022-10-26 17:45:46
105,Lorengau,PG,-2.0226,147.2712,80.76,75,67,2.08,2022-10-26 17:49:12
106,Staryy Nadym,RU,65.6118,72.6842,19.9,91,48,11.39,2022-10-26 17:49:14
107,Henties Bay,NA,-22.116,14.2845,59.81,89,13,6.91,2022-10-26 17:49:15
108,Mezen,RU,65.8522,44.24,30.58,81,98,11.21,2022-10-26 17:49:16
109,Lompoc,US,34.6391,-120.4579,67.78,85,0,11.5,2022-10-26 17:44:20
110,Peniche,PT,39.3558,-9.3811,74.08,83,94,15.82,2022-10-26 17:49:18
111,Dongsheng,CN,39.8161,109.9776,41.2,56,0,7.63,2022-10-26 17:49:19
112,Georgetown,MY,5.4112,100.3354,78.73,93,40,3.44,2022-10-26 17:47:06
113,Honiara,SB,-9.4333,159.95,76.93,87,55,3.76,2022-10-26 17:49:19
114,Songea,TZ,-10.6833,35.65,72.75,38,17,5.68,2022-10-26 17:49:20
115,Buraydah,SA,26.326,43.975,82.85,13,55,11.83,2022-10-26 17:49:21
116,Fairbanks,US,64.8378,-147.7164,16.14,75,75,10.36,2022-10-26 17:46:19
117,Merauke,ID,-8.4667,140.3333,80.22,77,99,3.38,2022-10-26 17:49:23
118,Padang,ID,-0.9492,100.3543,76.69,86,100,2.08,2022-10-26 17:49:23
119,Price,US,39.5994,-110.8107,36.66,93,100,3.44,2022-10-26 17:49:25
120,Shimoda,JP,34.6667,138.95,52.11,67,0,5.53,2022-10-26 17:48:18
121,Itarema,BR,-2.9248,-39.9167,85.51,54,88,15.9,2022-10-26 17:49:26
122,Severo-Kurilsk,RU,50.6789,156.125,37.69,78,8,4.83,2022-10-26 17:49:27
123,Hithadhoo,MV,-0.6,73.0833,82.6,74,99,11.99,2022-10-26 17:49:27
124,Souillac,MU,-20.5167,57.5167,73.78,78,75,11.5,2022-10-26 17:48:37
125,Kerman,IR,30.2832,57.0788,64.26,19,0,11.5,2022-10-26 17:49:30
126,Husavik,IS,66.0449,-17.3389,37.53,95,100,6.29,2022-10-26 17:49:31
127,Kapaa,US,22.0752,-159.319,77.09,91,100,20.71,2022-10-26 17:49:34
128,Butaritari,KI,3.0707,172.7902,81.3,76,84,13.27,2022-10-26 17:49:35
129,Salinopolis,BR,-0.6136,-47.3561,84.31,65,100,12.55,2022-10-26 17:49:36
130,Asau,RO,46.4333,26.4,56.32,80,29,3.04,2022-10-26 17:48:26
131,Umm Kaddadah,SD,13.6017,26.6876,83.14,18,49,11.92,2022-10-26 17:49:38
132,Keti Bandar,PK,24.1447,67.4497,80.29,75,0,10.54,2022-10-26 17:49:39
133,Sulangan,PH,11.1373,123.7228,82.33,80,100,13.85,2022-10-26 17:49:40
134,Norman Wells,CA,65.282,-126.8329,17.64,79,75,26.46,2022-10-26 17:49:40
135,Guerrero Negro,MX,27.9769,-114.0611,72.36,51,39,10.78,2022-10-26 17:49:41
136,Kuala Terengganu,MY,5.3302,103.1408,78.75,94,20,3.44,2022-10-26 17:49:45
137,Katobu,ID,-4.9408,122.5276,75.9,90,84,2.01,2022-10-26 17:49:47
138,Thompson,CA,55.7435,-97.8558,23.16,93,75,2.3,2022-10-26 17:49:48
139,Kumluca,TR,36.3703,30.2869,72.41,45,0,5.84,2022-10-26 17:49:49
140,Anloga,GH,5.7947,0.8973,81.63,77,92,8.48,2022-10-26 17:49:49
141,Veraval,IN,20.9,70.3667,78.55,67,0,7.34,2022-10-26 17:50:50
142,Ponta Do Sol,PT,32.6667,-17.1,74.71,90,92,7.7,2022-10-26 17:50:52
143,Victoria,HK,22.2855,114.1577,74.32,78,98,11.01,2022-10-26 17:50:06
144,Ambon,ID,-3.6954,128.1814,77.14,88,20,5.75,2022-10-26 17:50:54
145,Leningradskiy,RU,69.3833,178.4167,-1.3,95,12,6.89,2022-10-26 17:50:55
146,Sembe,CG,1.6481,14.5806,72.1,97,87,1.52,2022-10-26 17:50:56
147,Mar Del Plata,AR,-38.0023,-57.5575,63.09,96,100,9.22,2022-10-26 17:50:56
148,Orbetello,IT,42.4408,11.2196,66.22,81,14,4.32,2022-10-26 17:50:57
149,Udachnyy,RU,66.4167,112.4,26.46,85,100,22.37,2022-10-26 17:50:58
150,Mbarara,UG,-0.608,30.65,63.88,88,54,2.93,2022-10-26 17:50:58
151,Batagay-Alyta,RU,67.8006,130.4114,-0.02,84,31,6.46,2022-10-26 17:50:58
152,Las Lomas,PA,8.4333,-82.4,83.61,79,40,6.91,2022-10-26 17:50:59
153,Springbok,ZA,-29.6643,17.8865,68.47,29,48,3.94,2022-10-26 17:51:00
154,Conchas,BR,-23.0153,-48.0106,88.09,33,0,3.29,2022-10-26 17:51:00
155,Cidreira,BR,-30.1811,-50.2056,72.39,73,84,14.81,2022-10-26 17:51:00
156,Hovd,MN,48.0056,91.6419,25.48,62,30,0.81,2022-10-26 17:51:01
157,Grande Prairie,CA,55.1667,-118.8027,30.38,80,75,4.61,2022-10-26 17:51:03
158,Gao,ML,16.6362,1.637,88.77,15,33,10.54,2022-10-26 17:51:04
159,Milkovo,RU,54.7167,158.6167,31.06,77,68,7.99,2022-10-26 17:51:04
160,Dali,CN,25.7,100.1833,56.25,95,17,3.94,2022-10-26 17:51:05
161,Biak,ID,-0.9131,122.8766,76.8,80,96,1.41,2022-10-26 17:51:05
162,Dingle,PH,10.9995,122.6711,76.08,94,100,5.23,2022-10-26 17:51:06
163,Yanam,IN,16.7333,82.2167,75.69,80,10,2.21,2022-10-26 17:51:07
164,Maloy,NO,61.9353,5.1136,51.53,34,96,5.82,2022-10-26 17:51:08
165,Klaksvik,FO,62.2266,-6.589,52.72,97,100,36.91,2022-10-26 17:48:44
166,Mahebourg,MU,-20.4081,57.7,73.69,78,75,11.5,2022-10-26 17:50:27
167,Sorland,NO,67.667,12.6934,44.46,59,31,3.29,2022-10-26 17:51:11
168,Codrington,AU,-38.2667,141.9667,56.01,97,100,10.13,2022-10-26 17:51:11
169,Sitka,US,57.0531,-135.33,49.89,87,100,11.5,2022-10-26 17:51:12
170,Kavieng,PG,-2.5744,150.7967,81.81,75,100,5.57,2022-10-26 17:51:12
171,Staunton,US,38.1496,-79.0717,66.56,75,100,8.01,2022-10-26 17:47:46
172,Boulsa,BF,12.6675,-0.5758,89.51,28,97,5.77,2022-10-26 17:51:14
173,Tessalit,ML,20.1986,1.0114,84.63,12,7,12.08,2022-10-26 17:51:14
174,Isangel,VU,-19.55,169.2667,73.26,87,5,6.15,2022-10-26 17:51:15
175,Turayf,SA,31.6725,38.6637,70.05,37,40,16.11,2022-10-26 17:51:16
176,Sibu,MY,2.3,111.8167,75.51,100,40,2.3,2022-10-26 17:51:17
177,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,77,100,0.0,2022-10-26 17:51:18
178,Hella,NO,67.2,14.4333,42.94,94,75,8.05,2022-10-26 17:51:18
179,Hasaki,JP,35.7333,140.8333,50.22,54,0,10.4,2022-10-26 17:51:20
180,Friedberg,DE,48.3569,10.9846,60.21,92,0,3.44,2022-10-26 17:51:22
181,Avarua,CK,-21.2078,-159.775,69.85,88,61,1.14,2022-10-26 17:47:11
182,Grindavik,IS,63.8424,-22.4338,48.15,87,0,5.75,2022-10-26 17:46:53
183,Tasiilaq,GL,65.6145,-37.6368,19.76,96,100,3.42,2022-10-26 17:51:27
184,Bogovarovo,RU,58.9785,47.0246,30.61,76,95,7.83,2022-10-26 17:51:30
185,Sola,VU,-13.8833,167.55,79.3,75,3,2.1,2022-10-26 17:51:32
186,Saskylakh,RU,71.9167,114.0833,8.67,96,100,4.59,2022-10-26 17:51:33
187,Dauphin,CA,51.1494,-100.0502,33.94,80,100,9.22,2022-10-26 17:52:33
188,Olovyannaya,RU,50.95,115.5667,26.92,48,0,3.6,2022-10-26 17:52:34
189,Margate,GB,51.3813,1.3862,62.91,83,80,1.99,2022-10-26 17:50:49
190,Sao Filipe,CV,14.8961,-24.4956,78.71,81,100,10.98,2022-10-26 17:52:35
191,Werda,BW,-25.2667,23.2833,73.9,46,38,18.43,2022-10-26 17:52:37
192,Yumbe,UG,3.4651,31.2469,70.83,73,91,4.99,2022-10-26 17:52:37
193,Sarankhola,BD,22.3082,89.7897,71.17,84,8,1.21,2022-10-26 17:52:38
194,Chara,RU,56.9064,118.2631,19.6,64,52,1.72,2022-10-26 17:52:39
195,Kutum,SD,14.2,24.6667,75.2,20,5,7.92,2022-10-26 17:48:13
196,Pahrump,US,36.2083,-115.9839,60.94,18,0,1.01,2022-10-26 17:52:40
197,Anchorage,US,61.2181,-149.9003,26.98,90,100,13.8,2022-10-26 17:47:51
198,Yar-Sale,RU,66.8333,70.8333,28.42,83,97,17.85,2022-10-26 17:52:41
199,Nikolskoye,RU,59.7035,30.7861,48.09,98,100,4.74,2022-10-26 17:52:43
200,Diffa,NE,13.3154,12.6113,82.92,16,17,7.2,2022-10-26 17:52:44
201,Vostok,RU,46.4856,135.8833,38.03,78,100,4.27,2022-10-26 17:52:49
202,Mariental,NA,-24.6333,17.9667,87.39,12,72,3.67,2022-10-26 17:52:51
203,Oyama,JP,36.3,139.8,54.59,58,0,3.58,2022-10-26 17:52:47
204,Komsomolskiy,UZ,40.4272,71.7189,54.32,71,96,2.3,2022-10-26 17:52:52
205,Petawawa,CA,45.9001,-77.3328,65.79,68,75,10.36,2022-10-26 17:48:23
206,Riachao Das Neves,BR,-11.7461,-44.91,82.99,55,60,8.39,2022-10-26 17:52:54
207,Nahan,IN,30.55,77.3,63.14,53,0,5.06,2022-10-26 17:52:55
208,Winslow,US,35.0242,-110.6974,57.38,28,0,4.61,2022-10-26 17:52:57
209,Jacmel,HT,18.2342,-72.5347,87.64,66,60,5.48,2022-10-26 17:52:57
210,Camacha,PT,33.0833,-16.3333,69.22,83,40,9.22,2022-10-26 17:53:01
211,Smithers,CA,54.7804,-127.1743,34.12,86,100,10.36,2022-10-26 17:51:41
212,Divnogorsk,RU,55.9594,92.3619,19.89,64,40,4.07,2022-10-26 17:53:02
213,Mpika,ZM,-11.8343,31.4529,76.77,31,28,10.0,2022-10-26 17:53:02
214,Lebu,CL,-37.6167,-73.65,58.69,68,6,9.48,2022-10-26 17:53:04
215,Port Hedland,AU,-20.3167,118.5667,71.65,88,1,0.0,2022-10-26 17:53:05
216,Portland,US,45.5234,-122.6762,52.99,91,40,4.61,2022-10-26 17:49:20
217,Cayenne,GF,4.9333,-52.3333,84.24,74,75,9.22,2022-10-26 17:51:07
218,Reconquista,AR,-29.15,-59.65,80.76,59,99,9.33,2022-10-26 17:53:06
219,Laguna,US,38.421,-121.4238,66.09,54,0,3.44,2022-10-26 17:53:07
220,Alofi,NU,-19.0595,-169.9187,69.69,94,100,3.44,2022-10-26 17:50:21
221,Harper,LR,4.375,-7.7169,79.75,83,54,7.94,2022-10-26 17:53:08
222,Galle,LK,6.0367,80.217,77.34,87,100,3.8,2022-10-26 17:53:08
223,Saint-Joseph,RE,-21.3667,55.6167,71.98,84,71,12.1,2022-10-26 17:53:10
224,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,86,75,2.24,2022-10-26 17:53:12
225,Alta Floresta,BR,-9.8756,-56.0861,91.22,52,40,6.91,2022-10-26 17:48:34
226,Tura,IN,25.5198,90.2201,65.23,83,0,2.73,2022-10-26 17:53:14
